epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
102,149.807,0.58938,1.02746,1.01917,0.79273,0.77094,0.92833,0.58424,1.2864,2.36137,1.85623,0.00480012,0.00160004,0.00480012,0.00160004,0.00480012,0.00160004,0.00480012,0.00160004
103,151.203,0.56337,1.01079,1.0381,0.79273,0.77094,0.92833,0.58424,1.2864,2.36137,1.85623,0.00478824,0.00159608,0.00478824,0.00159608,0.00478824,0.00159608,0.00478824,0.00159608
104,152.792,0.60306,0.94355,1.04979,1,0.74763,0.92,0.64124,1.30616,2.31126,1.80324,0.00477636,0.00159212,0.00477636,0.00159212,0.00477636,0.00159212,0.00477636,0.00159212
105,154.178,0.58094,1.04417,1.0548,1,0.74763,0.92,0.64124,1.30616,2.31126,1.80324,0.00476448,0.00158816,0.00476448,0.00158816,0.00476448,0.00158816,0.00476448,0.00158816
106,155.616,0.64793,1.02448,1.07737,0.81019,0.86111,0.96167,0.56665,1.35703,2.28396,1.81806,0.0047526,0.0015842,0.0047526,0.0015842,0.0047526,0.0015842,0.0047526,0.0015842
107,156.968,0.56775,1.00951,1.02075,0.81019,0.86111,0.96167,0.56665,1.35703,2.28396,1.81806,0.00474072,0.00158024,0.00474072,0.00158024,0.00474072,0.00158024,0.00474072,0.00158024
108,158.428,0.48532,0.98324,0.99672,0.81686,0.8,0.96167,0.52037,1.38188,2.32403,1.8626,0.00472884,0.00157628,0.00472884,0.00157628,0.00472884,0.00157628,0.00472884,0.00157628
109,159.804,0.51047,0.9591,0.94204,0.81686,0.8,0.96167,0.52037,1.38188,2.32403,1.8626,0.00471696,0.00157232,0.00471696,0.00157232,0.00471696,0.00157232,0.00471696,0.00157232
110,161.235,0.49333,1.01341,1.03739,0.70685,0.8,0.81786,0.48881,1.39323,2.4569,1.87901,0.00470508,0.00156836,0.00470508,0.00156836,0.00470508,0.00156836,0.00470508,0.00156836
111,162.61,0.51908,1.01663,1.03484,0.70685,0.8,0.81786,0.48881,1.39323,2.4569,1.87901,0.0046932,0.0015644,0.0046932,0.0015644,0.0046932,0.0015644,0.0046932,0.0015644
112,164.013,0.49645,0.97784,1.00533,0.72489,0.8,0.78611,0.4591,1.29957,2.45735,1.86051,0.00468132,0.00156044,0.00468132,0.00156044,0.00468132,0.00156044,0.00468132,0.00156044
113,165.356,0.56933,0.94467,1.02948,0.72489,0.8,0.78611,0.4591,1.29957,2.45735,1.86051,0.00466944,0.00155648,0.00466944,0.00155648,0.00466944,0.00155648,0.00466944,0.00155648
114,166.845,0.48274,0.90073,0.97578,0.7558,0.8,0.78611,0.49189,1.31837,2.36005,1.82295,0.00465756,0.00155252,0.00465756,0.00155252,0.00465756,0.00155252,0.00465756,0.00155252
115,168.227,0.66028,1.21457,1.13291,0.7558,0.8,0.78611,0.49189,1.31837,2.36005,1.82295,0.00464568,0.00154856,0.00464568,0.00154856,0.00464568,0.00154856,0.00464568,0.00154856
116,169.679,0.45576,0.89626,0.94753,0.78876,0.8,0.89786,0.55517,1.22741,2.35161,1.73888,0.0046338,0.0015446,0.0046338,0.0015446,0.0046338,0.0015446,0.0046338,0.0015446
117,171.072,0.47985,0.91075,0.96235,0.78876,0.8,0.89786,0.55517,1.22741,2.35161,1.73888,0.00462192,0.00154064,0.00462192,0.00154064,0.00462192,0.00154064,0.00462192,0.00154064
118,172.533,0.41194,0.78743,0.99952,1,0.5962,0.8204,0.55335,1.16797,2.29464,1.67555,0.00461004,0.00153668,0.00461004,0.00153668,0.00461004,0.00153668,0.00461004,0.00153668
119,173.898,0.57099,0.97772,1.10954,1,0.5962,0.8204,0.55335,1.16797,2.29464,1.67555,0.00459816,0.00153272,0.00459816,0.00153272,0.00459816,0.00153272,0.00459816,0.00153272
120,175.332,0.53265,0.94383,1.04076,0.67405,0.6,0.795,0.52768,1.24681,2.36256,1.71682,0.00458628,0.00152876,0.00458628,0.00152876,0.00458628,0.00152876,0.00458628,0.00152876
121,176.686,0.49096,0.90713,1.00192,0.67405,0.6,0.795,0.52768,1.24681,2.36256,1.71682,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248
122,178.256,0.50569,0.8932,0.98934,0.66478,0.8,0.695,0.43533,1.22844,2.37627,1.74448,0.00456252,0.00152084,0.00456252,0.00152084,0.00456252,0.00152084,0.00456252,0.00152084
123,179.643,0.5208,0.91958,0.98335,0.66478,0.8,0.695,0.43533,1.22844,2.37627,1.74448,0.00455064,0.00151688,0.00455064,0.00151688,0.00455064,0.00151688,0.00455064,0.00151688
124,181.104,0.48904,0.83351,1.00539,0.65408,0.76225,0.68591,0.43185,1.2272,2.4468,1.74295,0.00453876,0.00151292,0.00453876,0.00151292,0.00453876,0.00151292,0.00453876,0.00151292
125,182.496,0.44286,0.91027,1.00742,0.65408,0.76225,0.68591,0.43185,1.2272,2.4468,1.74295,0.00452688,0.00150896,0.00452688,0.00150896,0.00452688,0.00150896,0.00452688,0.00150896
126,183.935,0.5732,1.03567,1.09563,0.57242,0.6,0.61682,0.38489,1.19198,2.53526,1.86013,0.004515,0.001505,0.004515,0.001505,0.004515,0.001505,0.004515,0.001505
127,185.314,0.46571,1.01813,0.99039,0.57242,0.6,0.61682,0.38489,1.19198,2.53526,1.86013,0.00450312,0.00150104,0.00450312,0.00150104,0.00450312,0.00150104,0.00450312,0.00150104
128,186.843,0.44252,0.85491,0.94044,0.58095,0.5619,0.59119,0.35353,1.60523,2.56992,2.11808,0.00449124,0.00149708,0.00449124,0.00149708,0.00449124,0.00149708,0.00449124,0.00149708
129,188.219,0.48557,0.87798,0.99119,0.58095,0.5619,0.59119,0.35353,1.60523,2.56992,2.11808,0.00447936,0.00149312,0.00447936,0.00149312,0.00447936,0.00149312,0.00447936,0.00149312
130,189.784,0.45224,0.84687,1.00445,0.47359,0.4,0.48716,0.29824,1.5831,2.60671,2.23492,0.00446748,0.00148916,0.00446748,0.00148916,0.00446748,0.00148916,0.00446748,0.00148916
131,191.158,0.50469,0.87295,1.01887,0.47359,0.4,0.48716,0.29824,1.5831,2.60671,2.23492,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852
132,192.82,0.51719,0.84599,0.99712,0.46285,0.4,0.52577,0.28646,1.63876,2.64994,2.07826,0.00444372,0.00148124,0.00444372,0.00148124,0.00444372,0.00148124,0.00444372,0.00148124
133,194.191,0.51114,0.91805,0.99612,0.46285,0.4,0.52577,0.28646,1.63876,2.64994,2.07826,0.00443184,0.00147728,0.00443184,0.00147728,0.00443184,0.00147728,0.00443184,0.00147728
134,195.644,0.45786,0.8219,0.97632,0.43526,0.47052,0.52833,0.31758,1.65005,2.68705,2.04965,0.00441996,0.00147332,0.00441996,0.00147332,0.00441996,0.00147332,0.00441996,0.00147332
135,197.043,0.38848,0.79924,0.90548,0.43526,0.47052,0.52833,0.31758,1.65005,2.68705,2.04965,0.00440808,0.00146936,0.00440808,0.00146936,0.00440808,0.00146936,0.00440808,0.00146936
136,198.501,0.44748,0.82507,0.97278,0.36212,0.6,0.51286,0.31683,1.2821,2.675,1.89878,0.0043962,0.0014654,0.0043962,0.0014654,0.0043962,0.0014654,0.0043962,0.0014654
137,199.9,0.48555,0.82521,0.95875,0.36212,0.6,0.51286,0.31683,1.2821,2.675,1.89878,0.00438432,0.00146144,0.00438432,0.00146144,0.00438432,0.00146144,0.00438432,0.00146144
138,201.366,0.38124,0.82855,0.9479,0.37082,0.6,0.52335,0.30982,1.34781,2.55405,1.90852,0.00437244,0.00145748,0.00437244,0.00145748,0.00437244,0.00145748,0.00437244,0.00145748
139,202.758,0.41486,0.80804,0.94556,0.37082,0.6,0.52335,0.30982,1.34781,2.55405,1.90852,0.00436056,0.00145352,0.00436056,0.00145352,0.00436056,0.00145352,0.00436056,0.00145352
140,204.191,0.44818,0.93411,0.96596,0.41515,0.6,0.56722,0.33167,1.40818,2.48364,1.97802,0.00434868,0.00144956,0.00434868,0.00144956,0.00434868,0.00144956,0.00434868,0.00144956
141,205.556,0.35758,0.74837,0.91991,0.41515,0.6,0.56722,0.33167,1.40818,2.48364,1.97802,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456
142,206.986,0.39156,0.78437,0.94683,0.4792,0.6,0.64885,0.36354,1.37734,2.53581,1.97882,0.00432492,0.00144164,0.00432492,0.00144164,0.00432492,0.00144164,0.00432492,0.00144164
143,208.342,0.45326,0.82437,0.96685,0.4792,0.6,0.64885,0.36354,1.37734,2.53581,1.97882,0.00431304,0.00143768,0.00431304,0.00143768,0.00431304,0.00143768,0.00431304,0.00143768
144,209.778,0.42355,0.74318,0.93323,0.4803,0.5606,0.56167,0.35856,1.34391,2.63718,1.85594,0.00430116,0.00143372,0.00430116,0.00143372,0.00430116,0.00143372,0.00430116,0.00143372
145,211.171,0.42135,0.70304,0.92015,0.4803,0.5606,0.56167,0.35856,1.34391,2.63718,1.85594,0.00428928,0.00142976,0.00428928,0.00142976,0.00428928,0.00142976,0.00428928,0.00142976
146,212.6,0.40341,0.80659,0.96392,0.52442,0.6,0.60218,0.38022,1.31871,2.63842,1.83663,0.0042774,0.0014258,0.0042774,0.0014258,0.0042774,0.0014258,0.0042774,0.0014258
147,213.953,0.41561,0.80452,0.98165,0.52442,0.6,0.60218,0.38022,1.31871,2.63842,1.83663,0.00426552,0.00142184,0.00426552,0.00142184,0.00426552,0.00142184,0.00426552,0.00142184
148,215.391,0.43044,0.7968,0.94443,0.45829,0.6,0.64833,0.41451,1.36048,2.59161,1.86656,0.00425364,0.00141788,0.00425364,0.00141788,0.00425364,0.00141788,0.00425364,0.00141788
149,216.769,0.37303,0.75908,0.96035,0.45829,0.6,0.64833,0.41451,1.36048,2.59161,1.86656,0.00424176,0.00141392,0.00424176,0.00141392,0.00424176,0.00141392,0.00424176,0.00141392
150,218.184,0.49277,0.82376,0.96982,0.26963,0.4,0.57833,0.38031,1.31771,2.55612,1.82726,0.00422988,0.00140996,0.00422988,0.00140996,0.00422988,0.00140996,0.00422988,0.00140996
151,219.59,0.46642,0.7837,0.95689,0.26963,0.4,0.57833,0.38031,1.31771,2.55612,1.82726,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406
152,221.026,0.36736,0.82832,0.92528,0.28741,0.4,0.545,0.38607,1.20753,2.44943,1.74451,0.00420612,0.00140204,0.00420612,0.00140204,0.00420612,0.00140204,0.00420612,0.00140204
153,222.421,0.38709,0.80302,0.94291,0.28741,0.4,0.545,0.38607,1.20753,2.44943,1.74451,0.00419424,0.00139808,0.00419424,0.00139808,0.00419424,0.00139808,0.00419424,0.00139808
154,223.893,0.41041,0.80906,0.99276,0.364,0.57536,0.57754,0.39892,1.2242,2.36758,1.79857,0.00418236,0.00139412,0.00418236,0.00139412,0.00418236,0.00139412,0.00418236,0.00139412
155,225.297,0.49073,0.79143,1.02003,0.364,0.57536,0.57754,0.39892,1.2242,2.36758,1.79857,0.00417048,0.00139016,0.00417048,0.00139016,0.00417048,0.00139016,0.00417048,0.00139016
156,226.684,0.41686,0.78162,0.98882,0.57834,0.4,0.5395,0.36116,1.28351,2.38837,1.89459,0.0041586,0.0013862,0.0041586,0.0013862,0.0041586,0.0013862,0.0041586,0.0013862
157,228.05,0.44414,0.79073,0.99982,0.57834,0.4,0.5395,0.36116,1.28351,2.38837,1.89459,0.00414672,0.00138224,0.00414672,0.00138224,0.00414672,0.00138224,0.00414672,0.00138224
158,229.744,0.4527,0.82759,0.95108,0.49728,0.6,0.57,0.33672,1.45483,2.36794,2.07469,0.00413484,0.00137828,0.00413484,0.00137828,0.00413484,0.00137828,0.00413484,0.00137828
159,231.341,0.43554,0.84214,0.9469,0.49728,0.6,0.57,0.33672,1.45483,2.36794,2.07469,0.00412296,0.00137432,0.00412296,0.00137432,0.00412296,0.00137432,0.00412296,0.00137432
160,232.821,0.38428,0.6608,0.92088,0.59261,0.58522,0.57889,0.32658,1.71592,2.44477,2.29136,0.00411108,0.00137036,0.00411108,0.00137036,0.00411108,0.00137036,0.00411108,0.00137036
161,234.214,0.33767,0.72284,0.92651,0.59261,0.58522,0.57889,0.32658,1.71592,2.44477,2.29136,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664
162,235.672,0.39957,0.74733,0.91717,0.5825,0.565,0.4892,0.29903,1.65104,2.51324,2.31048,0.00408732,0.00136244,0.00408732,0.00136244,0.00408732,0.00136244,0.00408732,0.00136244
163,237.049,0.40655,0.87927,1.03128,0.5825,0.565,0.4892,0.29903,1.65104,2.51324,2.31048,0.00407544,0.00135848,0.00407544,0.00135848,0.00407544,0.00135848,0.00407544,0.00135848
164,238.559,0.34955,0.69818,0.89675,0.63189,0.4,0.46538,0.28068,1.70938,2.77275,2.37736,0.00406356,0.00135452,0.00406356,0.00135452,0.00406356,0.00135452,0.00406356,0.00135452
165,239.991,0.4386,0.82264,0.96643,0.63189,0.4,0.46538,0.28068,1.70938,2.77275,2.37736,0.00405168,0.00135056,0.00405168,0.00135056,0.00405168,0.00135056,0.00405168,0.00135056
166,241.652,0.49222,0.88709,1.00955,0.6382,0.4,0.4774,0.28984,1.66657,2.56156,2.2266,0.0040398,0.0013466,0.0040398,0.0013466,0.0040398,0.0013466,0.0040398,0.0013466
167,243.203,0.37531,0.68949,0.93664,0.6382,0.4,0.4774,0.28984,1.66657,2.56156,2.2266,0.00402792,0.00134264,0.00402792,0.00134264,0.00402792,0.00134264,0.00402792,0.00134264
168,244.668,0.41303,0.7353,0.94313,0.63762,0.4,0.55373,0.32179,1.57686,2.44603,2.06334,0.00401604,0.00133868,0.00401604,0.00133868,0.00401604,0.00133868,0.00401604,0.00133868
169,246.036,0.37163,0.7074,0.89278,0.63762,0.4,0.55373,0.32179,1.57686,2.44603,2.06334,0.00400416,0.00133472,0.00400416,0.00133472,0.00400416,0.00133472,0.00400416,0.00133472
170,247.497,0.37032,0.65535,0.89149,1,0.38508,0.64421,0.38392,1.44724,2.44647,1.96446,0.00399228,0.00133076,0.00399228,0.00133076,0.00399228,0.00133076,0.00399228,0.00133076
171,248.859,0.39151,0.85141,0.9505,1,0.38508,0.64421,0.38392,1.44724,2.44647,1.96446,0.0039804,0.0013268,0.0039804,0.0013268,0.0039804,0.0013268,0.0039804,0.0013268
172,250.309,0.41201,0.73712,0.98068,1,0.38273,0.63456,0.37466,1.39657,2.42705,1.96213,0.00396852,0.00132284,0.00396852,0.00132284,0.00396852,0.00132284,0.00396852,0.00132284
173,251.686,0.40715,0.75381,0.95591,1,0.38273,0.63456,0.37466,1.39657,2.42705,1.96213,0.00395664,0.00131888,0.00395664,0.00131888,0.00395664,0.00131888,0.00395664,0.00131888
174,253.093,0.37304,0.70583,0.95988,0.64389,0.4,0.4976,0.31218,1.33709,2.45978,1.93317,0.00394476,0.00131492,0.00394476,0.00131492,0.00394476,0.00131492,0.00394476,0.00131492
175,254.456,0.39166,0.73697,0.98721,0.64389,0.4,0.4976,0.31218,1.33709,2.45978,1.93317,0.00393288,0.00131096,0.00393288,0.00131096,0.00393288,0.00131096,0.00393288,0.00131096
176,255.888,0.35006,0.70728,0.88273,0.64361,0.4,0.52238,0.33291,1.34214,2.433,1.94566,0.003921,0.001307,0.003921,0.001307,0.003921,0.001307,0.003921,0.001307
177,257.282,0.37399,0.70591,0.91428,0.64361,0.4,0.52238,0.33291,1.34214,2.433,1.94566,0.00390912,0.00130304,0.00390912,0.00130304,0.00390912,0.00130304,0.00390912,0.00130304
178,258.756,0.40457,0.83193,0.94248,0.50275,0.40549,0.54963,0.35848,1.2328,2.38663,1.86858,0.00389724,0.00129908,0.00389724,0.00129908,0.00389724,0.00129908,0.00389724,0.00129908
179,260.372,0.30654,0.70343,0.85998,0.50275,0.40549,0.54963,0.35848,1.2328,2.38663,1.86858,0.00388536,0.00129512,0.00388536,0.00129512,0.00388536,0.00129512,0.00388536,0.00129512
180,262.161,0.39524,0.68051,0.91117,0.5886,0.6,0.53958,0.3558,1.2293,2.38912,1.85255,0.00387348,0.00129116,0.00387348,0.00129116,0.00387348,0.00129116,0.00387348,0.00129116
181,263.617,0.40714,0.77577,1.00279,0.5886,0.6,0.53958,0.3558,1.2293,2.38912,1.85255,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872
182,265.16,0.42268,0.72465,0.95233,0.59944,0.59889,0.58389,0.42093,1.15657,2.35945,1.71302,0.00384972,0.00128324,0.00384972,0.00128324,0.00384972,0.00128324,0.00384972,0.00128324
183,266.943,0.35717,0.66999,0.90899,0.59944,0.59889,0.58389,0.42093,1.15657,2.35945,1.71302,0.00383784,0.00127928,0.00383784,0.00127928,0.00383784,0.00127928,0.00383784,0.00127928
184,268.498,0.42189,0.68543,0.95033,0.63397,0.70192,0.70611,0.47288,1.16187,2.27501,1.70626,0.00382596,0.00127532,0.00382596,0.00127532,0.00382596,0.00127532,0.00382596,0.00127532
185,270.151,0.33092,0.65005,0.87088,0.63397,0.70192,0.70611,0.47288,1.16187,2.27501,1.70626,0.00381408,0.00127136,0.00381408,0.00127136,0.00381408,0.00127136,0.00381408,0.00127136
186,271.758,0.38983,0.77509,0.93088,0.5376,0.6,0.67373,0.47739,1.09925,2.22026,1.71333,0.0038022,0.0012674,0.0038022,0.0012674,0.0038022,0.0012674,0.0038022,0.0012674
187,273.215,0.35215,0.68178,0.89161,0.5376,0.6,0.67373,0.47739,1.09925,2.22026,1.71333,0.00379032,0.00126344,0.00379032,0.00126344,0.00379032,0.00126344,0.00379032,0.00126344
188,274.892,0.36941,0.64605,0.91278,0.64985,0.74955,0.70611,0.5014,1.10483,2.16169,1.70665,0.00377844,0.00125948,0.00377844,0.00125948,0.00377844,0.00125948,0.00377844,0.00125948
189,276.406,0.41591,0.73095,0.96876,0.64985,0.74955,0.70611,0.5014,1.10483,2.16169,1.70665,0.00376656,0.00125552,0.00376656,0.00125552,0.00376656,0.00125552,0.00376656,0.00125552
190,278.085,0.42319,0.71606,0.91596,0.52757,0.6,0.7404,0.53235,1.16283,2.15798,1.74882,0.00375468,0.00125156,0.00375468,0.00125156,0.00375468,0.00125156,0.00375468,0.00125156
191,279.979,0.41657,0.64524,0.92141,0.52757,0.6,0.7404,0.53235,1.16283,2.15798,1.74882,0.0037428,0.0012476,0.0037428,0.0012476,0.0037428,0.0012476,0.0037428,0.0012476
192,281.977,0.3645,0.65704,0.89715,0.64071,0.72213,0.77833,0.54735,1.19776,2.06416,1.78589,0.00373092,0.00124364,0.00373092,0.00124364,0.00373092,0.00124364,0.00373092,0.00124364
193,283.704,0.38965,0.71233,0.95176,0.64071,0.72213,0.77833,0.54735,1.19776,2.06416,1.78589,0.00371904,0.00123968,0.00371904,0.00123968,0.00371904,0.00123968,0.00371904,0.00123968
194,285.346,0.33857,0.7307,0.93806,0.70946,0.6,0.745,0.49953,1.24009,2.10229,1.82157,0.00370716,0.00123572,0.00370716,0.00123572,0.00370716,0.00123572,0.00370716,0.00123572
195,286.944,0.46593,0.761,1.04745,0.70946,0.6,0.745,0.49953,1.24009,2.10229,1.82157,0.00369528,0.00123176,0.00369528,0.00123176,0.00369528,0.00123176,0.00369528,0.00123176
196,288.475,0.27336,0.65998,0.88349,0.60119,0.60357,0.77833,0.53244,1.2342,2.10967,1.79569,0.0036834,0.0012278,0.0036834,0.0012278,0.0036834,0.0012278,0.0036834,0.0012278
197,289.957,0.36854,0.60612,0.91597,0.60119,0.60357,0.77833,0.53244,1.2342,2.10967,1.79569,0.00367152,0.00122384,0.00367152,0.00122384,0.00367152,0.00122384,0.00367152,0.00122384
198,291.419,0.36295,0.70797,0.95013,0.74592,0.6,0.75929,0.51151,1.27425,2.09334,1.81684,0.00365964,0.00121988,0.00365964,0.00121988,0.00365964,0.00121988,0.00365964,0.00121988
199,292.904,0.34235,0.63564,0.89366,0.74592,0.6,0.75929,0.51151,1.27425,2.09334,1.81684,0.00364776,0.00121592,0.00364776,0.00121592,0.00364776,0.00121592,0.00364776,0.00121592
200,294.337,0.33664,0.66814,0.91511,0.74535,0.6,0.745,0.50612,1.24815,2.14925,1.8114,0.00363588,0.00121196,0.00363588,0.00121196,0.00363588,0.00121196,0.00363588,0.00121196
201,295.751,0.39844,0.64037,0.93134,0.74535,0.6,0.745,0.50612,1.24815,2.14925,1.8114,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208
202,297.213,0.37764,0.64054,0.92113,0.98945,0.6,0.845,0.59111,1.19827,2.02623,1.83989,0.00361212,0.00120404,0.00361212,0.00120404,0.00361212,0.00120404,0.00361212,0.00120404
203,298.67,0.3124,0.63038,0.91423,0.98945,0.6,0.845,0.59111,1.19827,2.02623,1.83989,0.00360024,0.00120008,0.00360024,0.00120008,0.00360024,0.00120008,0.00360024,0.00120008
204,300.214,0.33866,0.62458,0.92152,0.9722,0.6,0.86611,0.59111,1.15993,1.94916,1.88268,0.00358836,0.00119612,0.00358836,0.00119612,0.00358836,0.00119612,0.00358836,0.00119612
